ID,CODIGO,PAIS,ALIMENTO,TIPO,CEPA,PARTE,PROCESO,GRADO,MENSAJE,GENERO,ESPECIE,VARIEDAD,NOMBRE_ALT,NOMBRE_COMERCIAL,REFERENCIA,NOMBRE_CORTO,WATER,PROCNT,XN,FAT,ASH,FIBTG,CHOCDF,CHOAVL,ENERC,ENERC_KJ,FASAT,FAMS,FAPU,CHOLE,NA,K,CA,P,FE,ZN,VITA,CARTBEQ,THIA,RIBF,NIA,VITC
122,A104,Uruguay,Avena,laminada,,grano ,cruda,,,Avena,sativa,,,,,"Avena, laminada, cruda","17,6",,,,"0,1",,,,,,,,,,,,,,,,,,,,,
123,A105,Colombia,Avena,preparada,,,,,,Avena,sativa L.,,,,,"Avena, preparada","86,5",2,,1,"0,8",,"9,7",,,,,,,,,,9,57,"0,6",,0,,"0,08","0,02","0,1",0
124,A730,Bolivia,Avena ,laminada,,grano laminado,instantanea,cocido,Cereal instantáneo,Avena ,sativa L.,,avena instantanea,Princesa,Lab.Nutricion INLASA,"Avena, laminada, instantánea ","9,88",13,,"4,5","4,41",,"68,21",,,,,,,,,,"54,2",397,"4,35",,,,"0,54","0,35",1,
125,A106,Brasil,Biscoito,amanteigado,,,,,,,,,,,240,"Biscoito, amanteigado",,,,,,,,,,,,,,"23,2",,,,,,,,,,,,
126,A107,Brasil,Biscoito,doce,,,,,,,,,,,"51, 246","Biscoito, doce","2,48","7,79",,"11,25","1,08","3,31","77,4","74,09","428,77","1793,97",,,,,,,,,,,,,,,,
127,A108,Brasil,Biscoito,doce,,,,,,,,,,Carícia,321,"Biscoito, doce","3,26","9,1","6,25","17,7","1,38","2,6","68,56","65,96","459,54","1922,72",,,,,,,,,,,,,,,,
128,A109,Brasil,Biscoito,doce,,,,,,,,,,Tostitas,321,"Biscoito, doce","2,8","10,3","6,25","11,7","1,69","2,7","73,51","70,81","429,74","1798,03",,,,,,,,,,,,,,,,
129,A110,Brasil,Biscoito,"doce, amanteigado, banana con canela",,,,,,,,,,Bauducco,327,"Biscoito, doce, amanteigado, banana con canela","2,47","7,87","6,25","16,75","1,3",0,"71,61","71,61","468,67","1960,92",,,,,,,,,,,,,,,,
130,A112,Brasil,Biscoito,"doce, amanteigado, chocolate",,,,,,,,,,Bauducco,327,"Biscoito, doce, amanteigado, chocolate","1,64","8,45","6,25","17,63","1,38",0,"70,9","70,9","476,07","1991,88",,,,,,,,,,,,,,,,
131,A113,Brasil,Biscoito,"doce, amanteigado, chocolate",,,,,,,,,,Sabor de estrelas,327,"Biscoito, doce, amanteigado, chocolate","1,8",7,"6,25","19,26","1,32",0,"70,62","70,62","483,82","2024,3",,,,,,,,,,,,,,,,
132,A114,Brasil,Biscoito,"doce, amanteigado, chocolate branco",,,,,,,,,,Bauducco,327,"Biscoito, doce, amanteigado, chocolate branco","2,69","7,17","6,25","13,95",1,0,"75,19","75,19","454,99","1903,68",,,,,,,,,,,,,,,,
133,A115,Brasil,Biscoito,"doce, amanteigado, chocolate, con gotas de chocolate",,,,,,,,,,Gotas de Amor,327,"Biscoito, doce, amanteigado, chocolate, con gotas de chocolate","3,66","7,7","6,25","16,03","1,45",0,"71,16","71,16","459,71","1923,43",,,,,,,,,,,,,,,,
134,A116,Brasil,Biscoito,"doce, amanteigado, chocolate, con gotas de chocolate branco",,,,,,,,,,Gotas de Amor,327,"Biscoito, doce, amanteigado, chocolate, con gotas de chocolate branco","1,81",7,"6,25","20,6","1,38","0,99","69,21","68,22","486,28","2034,6",,,,,,,,,,,,,,,,
135,A731,Brasil,Biscoito,doce,,amanteigado,,recheio sabor chocolate,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, amanteigado, chocolate, Marilan","3,1",9,"6,25","16,7","1,8",3,"69,4","66,4","486,28","2034,6",,,,,,,,,,,,,,,,
136,A111,Brasil,Biscoito,"doce, amanteigado, coco",,,,,,,,,,Bauducco,327,"Biscoito, doce, amanteigado, coco","3,25","8,26","6,25","16,1","1,83","0,8","70,56","69,76","456,98",1912,,,,,,,,,,,,,,,,
137,A732,Brasil,Biscoito,doce,,amanteigado,,recheio sabor coco,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, amanteigado, coco, Marilan","2,7","8,3","6,25","16,5","1,5","2,5",71,"68,5","456,98",1912,,,,,,,,,,,,,,,,
138,A117,Brasil,Biscoito,"doce, amanteigado, leite",,,,,,,,,,Bauducco,327,"Biscoito, doce, amanteigado, leite","3,29","8,67","6,25","18,54","1,49","0,42","68,01","67,59","471,9","1974,43",,,,,,,,,,,,,,,,
139,A118,Brasil,Biscoito,"doce, amanteigado, leite",,,,,,,,,,Curiosos,327,"Biscoito, doce, amanteigado, leite","2,74","9,08","6,25","16,09","1,45",0,"70,64","70,64","463,69","1940,08",,,,,,,,,,,,,,,,
140,A733,Brasil,Biscoito,doce,,amanteigado,,leite,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, amanteigado, leite, Marilan","2,9","8,1","6,25","15,3","1,5","2,1","72,2","70,1","463,69","1940,08",,,,,,,,,,,,,,,,
141,A119,Brasil,Biscoito,"doce, amanteigado, manteiga",,,,,,,,,,Bauducco,327,"Biscoito, doce, amanteigado, manteiga","1,94","7,16","6,25","16,67","0,91",0,"73,32","73,32","463,69","1940,08",,,,,,,,,,,,,,,,
142,A120,Brasil,Biscoito,"doce, amanteigado, manteiga, con gotas de chocolate",,,,,,,,,,Gotas de Amor,327,"Biscoito, doce, amanteigado, manteiga, con gotas de chocolate","3,14","7,4","6,25","20,82",1,0,"67,64","67,64","487,54","2039,87",,,,,,,,,,,,,,,,
143,A734,Brasil,Biscoito,doce,,amanteigado,,,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, amanteigado, Marilan","2,9","8,2","6,25","15,5","1,6","2,7","71,8","69,1","448,7","1877,36",,,,,,,,,,,,,,,,
144,A121,Brasil,Biscoito,"doce, banana/aveia/mel",,,,,,,,,,Gran'dia,322,"Biscoito, doce, banana/aveia/mel","1,6","7,6","6,25","13,8","1,1","2,3","75,9","73,6",449,"1878,62",,,,,,,,,,,,,,,,
145,A122,Brasil,Biscoito,"doce, brigadeiro, recheado con brigadeiro",,,,,,,,,,Bauducco,327,"Biscoito, doce, brigadeiro, recheado con brigadeiro","1,74","6,82","6,25","20,03","1,02","0,5","70,39","69,89","487,11","2038,07",,,,,,,,,,,,,,,,
146,A123,Brasil,Biscoito,"doce, brigadeiro, recheado con brigadeiro",,,,,,,,,,Fofines,321,"Biscoito, doce, brigadeiro, recheado con brigadeiro","2,05","6,2","6,25","22,6","1,19","2,6","67,96","65,36","489,64","2048,65",,,,,,,,,,,,,,,,
147,A124,Brasil,Biscoito," doce, cajuzinho, recheado con cajuzinho",,,,,,,,,,Fofines,321,"Biscoito, doce, cajuzinho, recheado con cajuzinho","2,48",8,"6,25",23,"1,22","2,6","65,3","62,7","489,8","2049,32",,,,,,,,,,,,,,,,
148,A125,Brasil,Biscoito,"doce, cereais e frutas",,,,,,,,,,Gran'dia,322,"Biscoito, doce, cereais e frutas","1,6","7,2","6,25","15,3","1,3","3,4","74,6","71,2","451,3","1888,24",,,,,,,,,,,,,,,,
149,A129,Brasil,Biscoito,"doce, champagne",,,,,,,,,,Bauducco,327,"Biscoito, doce, champagne","7,4","7,11","6,25","3,05","0,61",0,"81,83","81,83","383,21","1603,35",,,,,,,,,,,,,,,,
150,A130,Brasil,Biscoito,"doce, champagne, chocolate",,,,,,,,,,Bauducco,327,"Biscoito, doce, champagne, chocolate","5,53","7,3","6,25","2,42","0,89",0,"83,86","83,86","386,42","1616,78",,,,,,,,,,,,,,,,
151,A132,Brasil,Biscoito,"doce, chocolate, branco, recheado con chocolate branco",,,,,,,,,,Chocottino,327,"Biscoito, doce, chocolate, branco, recheado con chocolate branco","2,61","7,37","6,25","20,2","0,98",0,"68,84","68,84","486,64","2036,1",,,,,,,,,,,,,,,,
152,A133,Brasil,Biscoito,"doce, chocolate, con 5 cereais",,,,,,,,,,Gran'dia,322,"Biscoito, doce, chocolate, con 5 cereais","1,6","8,1","6,25","14,4","1,6","4,2","74,3","70,1","442,4",1851,,,,,,,,,,,,,,,,
153,A131,Brasil,Biscoito,"doce, chocolate, recheado con baunilha",,,,,,,,,,Break-up New,322,"Biscoito, doce, chocolate, recheado con baunilha","2,15",7,"6,25",21,"1,1",3,"68,75","65,75",480,"2008,32",,,,,,,,,,,,,,,,
154,A135,Brasil,Biscoito,"doce, chocolate, recheado con chocolate ",,,,,,,,,,Break-up,322,"Biscoito, doce, chocolate, recheado con chocolate","2,15","5,4","6,25","21,8","1,1","3,49","69,55","66,06","482,04","2016,86",,,,,,,,,,,,,,,,
155,A136,Brasil,Biscoito,"doce, chocolate, recheado con chocolate",,,,,,,,,,Curiosos,327,"Biscoito, doce, chocolate, recheado con chocolate","1,39","7,09","6,25","21,19","1,23",0,"69,1","69,1","495,47","2073,05",,,,,,,,,,,,,,,,
156,A137,Brasil,Biscoito,"doce, chocolate, recheado con chocolate",,,,,,,,,,Chocottino,327,"Biscoito, doce, chocolate, recheado con chocolate","1,99","6,15","6,25","19,77","1,26",0,"70,83","70,83","485,85","2032,8",,,,,,,,,,,,,,,,
157,A138,Brasil,Biscoito,"doce, chocolate, recheado con chocolate",,,,,,,,,,Tostines,321,"Biscoito, doce, chocolate, recheado con chocolate","1,88",7,"6,25","23,2","1,06","3,1","66,86","63,76","491,84","2057,86",,,,,,,,,,,,,,,,
158,A139,Brasil,Biscoito,"doce, chocolate, recheado con chocolate branco",,,,,,,,,,Curiosos,327,"Biscoito, doce, chocolate, recheado con chocolate branco","2,31","7,52","6,25","18,53","1,83",0,"69,81","69,81","476,09","1991,96",,,,,,,,,,,,,,,,
159,A140,Brasil,Biscoito,"doce, chocolate, recheado con chocolate branco",,,,,,,,,,Gulosos,327,"Biscoito, doce, chocolate, recheado con chocolate branco","2,04","7,77","6,25","21,91","1,61","0,5","66,67","66,17","492,95","2062,5",,,,,,,,,,,,,,,,
160,A141,Brasil,Biscoito,"doce, chocolate, recheado con chocolate, e avelã ",,,,,,,,,,Chocottino,327,"Biscoito, doce, chocolate, recheado con chocolate, e avelã ","1,53","5,6","6,25","19,28","1,18",0,"72,41","72,41","485,56","2031,58",,,,,,,,,,,,,,,,
161,A134,Brasil,Biscoito,"doce, chocolate, recheado con coco",,,,,,,,,,Break-up,322,"Biscoito, doce, chocolate, recheado con coco","2,15","4,8","6,25","21,3","1,1","2,31","70,65","68,34","484,26","2026,14",,,,,,,,,,,,,,,,
162,A142,Brasil,Biscoito,"doce, chocolate, recheado con morango",,,,,,,,,,Chocottino,327,"Biscoito, doce, chocolate, recheado con morango","1,5","6,45","6,25","20,66","1,22",0,"70,17","70,17","492,42","2060,29",,,,,,,,,,,,,,,,
163,A126,Brasil,Biscoito,"doce, coberto con chocolate",,,,,,,,,,Calipso,321,"Biscoito, doce, coberto con chocolate","3,16",8,"6,25","20,9","1,44","2,6","66,5","63,9","475,7","1990,33",,,,,,,,,,,,,,,,
164,A127,Brasil,Biscoito,"doce, coberto con chocolate branco",,,,,,,,,,Calipso,321,"Biscoito, doce, coberto con chocolate branco","2,69","9,2","6,25","23,5","1,77",2,"62,84","60,84","491,66","2057,11",,,,,,,,,,,,,,,,
165,A735,Brasil,Biscoito,doce,,cornflakes,,,,,,,Bolacha,Bauducco,327,"Biscoito, doce, cornflakes, Vívere","2,62","8,38","6,25","23,05","1,89","9,62","64,06","54,44","458,73","1919,33",,,,,,,,,,,,,,,,
166,A128,Brasil,Biscoito,"doce, cracker ao leite",,,,,,,,,,Calipso,322,"Biscoito, doce, cracker ao leite","2,5",11,"6,25",13,"2,9","0,2","70,6","70,4","442,6","1851,84",,,,,,,,,,,,,,,,
167,A143,Brasil,Biscoito,"doce, doce de leite, recheado con doce de leite",,,,,,,,,,Break-up,322,"Biscoito, doce, doce de leite, recheado con doce de leite","2,15",5,"6,25","19,7","1,1","1,49","72,05","70,56","479,54","2006,4",,,,,,,,,,,,,,,,
168,A144,Brasil,Biscoito,"doce, leite",,,,,,,,,,Tostines,321,"Biscoito, doce, leite","1,72","8,4","6,25","12,7","1,31","2,4","75,87","73,47","441,78","1848,41",,,,,,,,,,,,,,,,
169,A145,Brasil,Biscoito,"doce, leite, con mel e gérmen de trigo",,,,,,,,,,Gran'dia,322,"Biscoito, doce, leite, con mel e gérmen de trigo","1,6",9,"6,25",15,"1,6","2,6","72,8","70,2","451,8","1890,33",,,,,,,,,,,,,,,,
170,A736,Brasil,Biscoito,doce,,recheado,,recheio sabor doce de leite,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, leite, Marilan","1,5","8,9","6,25","12,2","1,7","2,6","75,7","73,1","437,8","1831,76",,,,,,,,,,,,,,,,
171,A146,Brasil,Biscoito,"doce, leite, recheado con chocolate",,,,,,,,,,Break-up,322,"Biscoito, doce, leite, recheado con chocolate","2,15","5,9","6,25","21,7","1,1","2,8","69,15","66,35","484,3","2026,31",,,,,,,,,,,,,,,,
172,A147,Brasil,Biscoito,"doce, maisena",,,,,,,,,,Tostines,321,"Biscoito, doce, maisena","2,56","7,9","6,25","12,7","1,2","2,7","75,64","72,94","437,66","1831,17",,,,,,,,,,,,,,,,
173,A737,Brasil,Biscoito,doce,,maisena,,,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, maisena, Marilan","1,7","9,1","6,25","12,4","1,8","2,7",75,"72,3","437,2","1829,24",,,,,,,,,,,,,,,,
174,A148,Brasil,Biscoito,"doce, Maria",,,,,,,,,,Tostines,321,"Biscoito, doce, Maria","1,77","8,5","6,25","12,6","1,53","2,4","75,6","73,2","440,2","1841,8",,,,,,,,,,,,,,,,
175,A738,Brasil,Biscoito,doce,,Maria,,,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, Maria, Marilan",2,"9,3","6,25","10,8","1,7","2,8","76,2","73,4",428,"1790,75",,,,,,,,,,,,,,,,
176,A149,Brasil,Biscoito,"doce, morango, recheado con morango, ""Break-up""",,,,,,,,,,Break-up,322,"Biscoito, doce, morango, recheado con morango","2,15","4,6","6,25",20,"1,1","1,49","72,15","70,66","481,04","2012,67",,,,,,,,,,,,,,,,
177,A150,Brasil,Biscoito,"doce, morango, recheado con morango, ""Tostines""",,,,,,,,,,Tostines,321,"Biscoito, doce, morango, recheado con morango","2,15","6,1","6,25","20,9","0,98",0,"69,87",,"491,98","2058,44",,,,,,,,,,,,,,,,
178,A151,Brasil,Biscoito,"doce, quindim, recheado con quindim",,,,,,,,,,Bauducco,327,"Biscoito, doce, quindim, recheado con quindim","1,3","6,83","6,25","22,68","1,36",0,"67,83","67,83","502,76","2103,55",,,,,,,,,,,,,,,,
179,A152,Brasil,Biscoito,"doce, recheado con doce de leite e coco",,,,,,,,,,Tostines,321,"Biscoito, doce, recheado con doce de leite e coco","2,41","6,6","6,25","20,2","1,08",2,"69,71","67,71","479,04","2004,3",,,,,,,,,,,,,,,,
180,A153,Brasil,Biscoito,"doce, recheado con leite condensado e limão",,,,,,,,,,Tostines,321,"Biscoito, doce, recheado con leite condensado e limão","2,59","6,3","6,25","21,7","0,93",0,"68,48",,"494,42","2068,65",,,,,,,,,,,,,,,,
181,A739,Brasil,Biscoito,doce,,recheado,,recheio sabor chocolate branco,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, recheado, recheio sabor chocolate branco, Marilan","1,7","7,2","6,25","18,2","1,4","2,8","71,5","68,7","467,4","1955,6",,,,,,,,,,,,,,,,
182,A740,Brasil,Biscoito,doce,,recheado,,recheio sabor chocolate,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, recheado, recheio sabor chocolate, Marilan","1,5","6,8","6,25","18,9","1,3","2,5","71,5",69,"473,3","1980,29",,,,,,,,,,,,,,,,
183,A741,Brasil,Biscoito,doce,,recheado,,recheio sabor doce de leite,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, recheado, recheio sabor doce de leite, Marilan",2,6,"6,25","19,2","1,1","1,4","71,7","70,3",478,"1999,95",,,,,,,,,,,,,,,,
184,A742,Brasil,Biscoito,doce,,recheado,,recheio sabor morango,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, recheado, recheio sabor morango, Marilan","2,2","5,9","6,25","19,2","1,1","1,8","71,6","69,8","475,6","1989,91",,,,,,,,,,,,,,,,
185,A154,Brasil,Biscoito,"doce, rosquinha, coco",,,,,,,,,,Tostines,321,"Biscoito, doce, rosquinha, coco",4,"8,8","6,25",20,"1,29","2,8","65,91","63,11","467,64","1956,61",,,,,,,,,,,,,,,,
186,A155,Brasil,Biscoito,"doce, rosquinha, leite",,,,,,,,,,Tostines,321,"Biscoito, doce, rosquinha, leite","4,2","8,2","6,25","18,6","1,34","2,4","67,66","65,26","461,24","1929,83",,,,,,,,,,,,,,,,
187,A743,Brasil,Biscoito,doce,,wafer ,,recheio sabor chocolate branco,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, wafer, recheio sabor chocolate branco, Marilan","0,8",6,"6,25","24,9","0,9","1,4","67,4",66,"512,1","2142,63",,,,,,,,,,,,,,,,
188,A744,Brasil,Biscoito,doce,,wafer ,,recheio sabor chocolate,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, wafer, recheio sabor chocolate, Marilan","2,1","6,9","6,25","24,2","0,9","2,3","65,9","63,6","499,8","2091,16",,,,,,,,,,,,,,,,
189,A745,Brasil,Biscoito,doce,,wafer ,,recheio sabor coco,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, wafer, recheio sabor coco, Marilan","1,3","5,4","6,25",28,"0,8","1,5","64,5",63,"525,6","2199,11",,,,,,,,,,,,,,,,
190,A746,Brasil,Biscoito,doce,,wafer ,,recheio sabor doce de leite,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, wafer, recheio sabor doce de leite, Marilan","1,8","4,8","6,25","28,4","0,7","1,3","64,3",63,"526,8","2204,13",,,,,,,,,,,,,,,,
191,A747,Brasil,Biscoito,doce,,wafer ,,recheio sabor morango,,,,,Bolacha,Marilan,"341, 270","Biscoito, doce, wafer, recheio sabor morango, Marilan","1,5","5,1","6,25",28,"0,6","1,4","64,8","63,4",526,"2200,78",,,,,,,,,,,,,,,,
192,A158,Brasil,Biscoito,"doce, wafers chocolate, recheado con chocolate e avelã",,,,,,,,,,Bauducco,327,"Biscoito, doce, wafers chocolate, recheado con chocolate e avelã","1,07","5,77","6,25","23,74","1,41",0,"68,01","68,01","508,78","2128,74",,,,,,,,,,,,,,,,
193,A159,Brasil,Biscoito,"doce, wafers chocolate, recheado con chocolate, branco, "" Danone""",,,,,,,,,,Danone,322,"Biscoito, doce, wafers chocolate, recheado con chocolate, branco","1,74","4,1","6,25","27,8","0,9","1,96","65,46","63,5","520,6","2178,19",,,,,,,,,,,,,,,,
194,A160,Brasil,Biscoito,"doce, wafers chocolate, recheado con chocolate, branco, ""Bauducco""",,,,,,,,,,Bauducco,327,"Biscoito, doce, wafers chocolate, recheado con chocolate, branco","0,96","5,06","6,25","26,26","0,88",0,"66,84","66,84","523,94","2192,16",,,,,,,,,,,,,,,,
195,A156,Brasil,Biscoito,"doce, wafers chocolate, recheado con coco",,,,,,,,,,Bauducco,327,"Biscoito, doce, wafers chocolate, recheado con coco","0,64","5,47","6,25","23,2","1,22",0,"69,47","69,47","508,56","2127,82",,,,,,,,,,,,,,,,
196,A157,Brasil,Biscoito,"doce, wafers chocolate, recheado con crocante/amêndoa/avelã",,,,,,,,,,Bauducco,327,"Biscoito, doce, wafers chocolate, recheado con crocante/amêndoa/avelã","0,59","4,62","6,25","28,21","1,12",0,"65,46","65,46","534,21","2235,13",,,,,,,,,,,,,,,,
197,A161,Brasil,Biscoito,"doce, wafers chocolate, recheado con morango",,,,,,,,,,Bauducco,327,"Biscoito, doce, wafers chocolate, recheado con morango","0,78","4,83","6,25",24,"0,95",0,"69,44","69,44","513,08","2146,73",,,,,,,,,,,,,,,,
198,A162,Brasil,Biscoito,"doce, wafers, recheado con baunilha e confeitos chocolate",,,,,,,,,,Bauducco,327,"Biscoito, doce, wafers, recheado con baunilha e confeitos chocolate","0,79","5,48","6,25","29,78","0,83",0,"63,12","63,12","542,42","2269,49",,,,,,,,,,,,,,,,
199,A163,Brasil,Biscoito,"doce, wafers, recheado con chocolate, "" Danone""",,,,,,,,,,Danone,322,"Biscoito, doce, wafers, recheado con chocolate","1,74","5,2","6,25","29,5","0,9","3,6","62,66","59,06","522,54","2186,31",,,,,,,,,,,,,,,,
200,A164,Brasil,Biscoito," doce, wafers, recheado con chocolate, ""Bauducco""",,,,,,,,,,Bauducco,327,"Biscoito, doce, wafers, recheado con chocolate","1,09","5,43","6,25","26,36","1,06",0,"66,06","66,06","523,2","2189,07",,,,,,,,,,,,,,,,
201,A165,Brasil,Biscoito,"doce, wafers, recheado con chocolate, ""Wafer DÂ´oro""",,,,,,,,,,Wafer D'oro,322,"Biscoito, doce, wafers, recheado con chocolate","1,74","6,1","6,25","21,5","0,9","2,9","69,76","66,86","485,34","2030,66",,,,,,,,,,,,,,,,
202,A166,Brasil,Biscoito,"doce, wafers, recheado con chocolate branco",,,,,,,,,,Wafer D'oro,322,"Biscoito, doce, wafers, recheado con chocolate branco","1,74","5,5","6,25","24,5","0,9","1,3","67,36","66,06","506,74","2120,2",,,,,,,,,,,,,,,,
203,A167,Brasil,Biscoito,"doce, wafers, recheado con chocolate branco e amêndoas",,,,,,,,,,Bauducco,327,"Biscoito, doce, wafers, recheado con chocolate branco e amêndoas","0,82","4,16","6,25","24,19","0,9",0,"69,93","69,93","514,07","2150,87",,,,,,,,,,,,,,,,
204,A168,Brasil,Biscoito,"doce, wafers, recheado con doce de leite",,,,,,,,,,Danone,322,"Biscoito, doce, wafers, recheado con doce de leite","1,74","4,1","6,25","29,4","0,9","1,3","63,86","62,56","531,24","2222,71",,,,,,,,,,,,,,,,
205,A169,Brasil,Biscoito,"doce, wafers, recheado con goiaba",,,,,,,,,,Danone,322,"Biscoito, doce, wafers, recheado con goiaba","1,1",4,"6,25","26,1","0,42","1,2","68,38","67,18","519,62","2174,09",,,,,,,,,,,,,,,,
206,A170,Brasil,Biscoito,"doce, wafers, recheado con leite condensado e amendoim",,,,,,,,,,Tostines,321,"Biscoito, doce, wafers, recheado con leite condensado e amendoim","1,06","8,9","6,25","26,4","1,09","2,2","62,55","60,35","514,6","2153,09",,,,,,,,,,,,,,,,
207,A171,Brasil,Biscoito,"doce, wafers, recheado con leite condensado e coco",,,,,,,,,,Tostines,321,"Biscoito, doce, wafers, recheado con leite condensado e coco","1,02","6,5","6,25",28,"0,91",0,"63,57",,"532,28","2227,06",,,,,,,,,,,,,,,,
208,A172,Brasil,Biscoito,"doce, wafers, recheado con leite condensado e limão",,,,,,,,,,Tostines,321,"Biscoito, doce, wafers, recheado con leite condensado e limão","1,07","5,6","6,25",27,"0,77",0,"65,56",,"527,64","2207,65",,,,,,,,,,,,,,,,
209,A173,Brasil,Biscoito,"doce, wafers, recheado con limão",,,,,,,,,,Wafer D'oro,322,"Biscoito, doce, wafers, recheado con limão","1,74","4,4","6,25","24,7","0,9",1,"68,26","67,26","508,94","2129,4",,,,,,,,,,,,,,,,
210,A174,Brasil,Biscoito,"doce, wafers, recheado con morango, ""Danone""",,,,,,,,,,Danone,322,"Biscoito, doce, wafers, recheado con morango",3,"3,8","6,25","29,3","0,5","1,3","63,4","62,1","527,3","2206,22",,,,,,,,,,,,,,,,
211,A175,Brasil,Biscoito,"doce, wafers, recheado con morango, ""Tostines""",,,,,,,,,,Tostines,321,"Biscoito, doce, wafers, recheado con morango","1,23","4,9","6,25","29,3","0,49",0,"64,08",,"539,62","2257,77",,,,,,,,,,,,,,,,
212,A176,Brasil,Biscoito,"doce, wafers, recheado con nozes",,,,,,,,,,Bauducco,327,"Biscoito, doce, wafers, recheado con nozes","1,05","4,63","6,25","26,47","0,67",0,"67,18","67,18","525,47","2198,57",,,,,,,,,,,,,,,,
213,A177,Brasil,Biscoito,salgado,,,,,,,,,,Acqua,321,"Biscoito, salgado","3,07","11,08","6,25","10,5","1,76","3,7","73,59","69,89","418,38","1750,5",,,,,,,,,,,,,,,,
214,A178,Brasil,Biscoito,"salgado, água",,,,,,,,,,Gran'dia,322,"Biscoito, salgado, água","2,5",12,"6,25",10,"1,8",3,"73,7","70,7","420,8","1760,63",,,,,,,,,,,,,,,,
215,A179,Brasil,Biscoito,"salgado, água",,,,,,,,,,Tostines,321,"Biscoito, salgado, água","3,15","10,76","6,25","14,4","1,66","4,1","70,03","65,93","436,36","1825,73",,,,,,,,,,,,,,,,
216,A180,Brasil,Biscoito,"salgado, água e sal",,,,,,,,,,Danone,322,"Biscoito, salgado, água e sal","2,5","9,7","6,25","15,3","2,8",3,"69,7","66,7","443,3","1854,77",,,,,,,,,,,,,,,,
217,A181,Brasil,Biscoito,"salgado, água e sal",,,,,,,,,,Tostines,321,"Biscoito, salgado, água e sal","3,57","11,41","6,25","14,7","2,93","2,9","67,39","64,49","435,9","1823,81",,,,,,,,,,,,,,,,
218,A748,Brasil,Biscoito,salgado,,água e sal,,,,,,,Bolacha,Marilan,"341, 270","Biscoito, salgado, água e sal, Marilan","2,5","11,9","6,25","10,9","3,1","3,6","71,6",68,,0,,,,,,,,,,,,,,,,
219,A182,Brasil,Biscoito,"salgado, aperitivo",,,,,,,,,,Tostet,321,"Biscoito, salgado, aperitivo","2,66","11,3","6,25","13,9","2,97","2,3","69,17","66,87","437,78","1831,67",,,,,,,,,,,,,,,,
220,A749,Brasil,Biscoito,salgado,,aperitivo,,,,,,,Bolacha,Marilan,"341, 270","Biscoito, salgado, aperitivo Salgatost","2,7","9,8","6,25","16,9","3,2","1,7","67,4","65,7",,0,,,,,,,,,,,,,,,,
221,A183,Brasil,Biscoito,"salgado, cracker",,,,,,,,,,Salsalito,327,"Biscoito, salgado, cracker","1,69","9,58","6,25","14,91","3,26",0,"70,56","70,56","454,75","1902,67",,,,,,,,,,,,,,,,
222,A184,Brasil,Biscoito,"salgado, cream cracker",,,,,,,,,,Danone,322,"Biscoito, salgado, cream cracker","2,5","9,7","6,25","15,3","2,54",3,"69,96","66,96","444,34","1859,12",,,,,,,,,,,,,,,,
223,A185,Brasil,Biscoito,"salgado, cream cracker",,,,,,,,,,Tostines,321,"Biscoito, salgado, cream cracker","3,26","11,73","6,25","14,5","2,8","2,4","67,71","65,31","438,66","1835,35",,,,,,,,,,,,,,,,
224,A750,Brasil,Biscoito,salgado,,cream craker,,Integral,,,,,Bolacha,Marilan,"341, 270","Biscoito, salgado, cream cracker integral, Marilan","2,7","11,4","6,25","14,4","2,9","4,8","68,6","63,8","430,4","1800,79",,,,,,,,,,,,,,,,
225,A751,Brasil,Biscoito,salgado,,cream craker,,,,,,,Bolacha,Marilan,"341, 270","Biscoito, salgado, cream cracker, Marilan","2,1","11,6","6,25","12,4",3,"3,1","70,9","67,8","429,2","1795,77",,,,,,,,,,,,,,,,
226,A752,Brasil,Biscoito,salgado,,gergelim,,,,,,,Bolacha,Bauducco,327,"Biscoito, salgado, gergelim, Vívere","2,45","8,55","6,25","23,51","1,71","6,63","63,78","57,15","474,39","1984,85",,,,,,,,,,,,,,,,
227,A186,Brasil,Biscoito,"salgado, integral, cracker",,,,,,,,,,Gran'dia,322,"Biscoito, salgado, integral, cracker","2,5",12,"6,25",18,"3,06",6,"64,44","58,44","443,76","1856,69",,,,,,,,,,,,,,,,
228,A187,Brasil,Biscoito,"salgado, tradicional",,,,,,,,,,Tostet,321,"Biscoito, salgado, tradicional","3,93","12,39","6,25","15,5","2,53","2,8","65,65","62,85","440,46","1842,88",,,,,,,,,,,,,,,,
