ID,CODIGO,PAIS,ALIMENTO,TIPO,CEPA,PARTE,PROCESO,GRADO,MENSAJE,GENERO,ESPECIE,VARIEDAD,NOMBRE_ALT,NOMBRE_COMERCIAL,REFERENCIA,NOMBRE_CORTO,WATER,PROCNT,XN,FAT,ASH,FIBTG,CHOCDF,CHOAVL,ENERC,ENERC_KJ,FASAT,FAMS,FAPU,CHOLE,NA,K,CA,P,FE,ZN,VITA,CARTBEQ,THIA,RIBF,NIA,VITC
5560,R187,Brasil,Sagu,cereja,,,mistura para ,preparado,,,,,,Oetker,323,"Sagu,  cereja, mistura para, preparado","69,2",0,"6,25",0,"0,1",,"30,7",,,,,,,,,,,,,,,,,,,
5561,R385,Brasil,Sagu,framboesa,,,mistura p/,,,,,,,Ducoco,334,"Sagu, framboesa, mistura p/, Ducoco","4,01","0,28","6,25",0,"0,04",0,"95,67","95,67",384,"1606,66",,,,,,,,,,,,,,,,
5562,R188,Brasil,Sagu,framboesa,,,mistura para ,,,,,,,Oetker,323,"Sagu, framboesa, mistura para ",4,"0,4","6,25","0,1","0,1","0,1","95,4","95,3","383,7","1605,4",,,,,,,,,,,,,,,,
5563,R189,Brasil,Sagu,framboesa,,,mistura para ,preparado,,,,,,Oetker,323,"Sagu, framboesa, mistura para, preparado",68,0,"6,25",0,0,,32,,,,,,,,,,,,,,,,,,,
5564,R386,Brasil,Sagu,maracujá,,,mistura p/,,,,,,,Ducoco,334,"Sagu, maracujá, mistura p/, Ducoco","4,01","0,28","6,25",0,"0,04",0,"95,67","95,67",384,"1606,66",,,,,,,,,,,,,,,,
5565,R387,Brasil,Sagu,morango,,,mistura p/,,,,,,,Ducoco,334,"Sagu, morango, mistura p/, Ducoco","4,01","0,28","6,25",0,"0,04",0,"95,67","95,67",384,"1606,66",,,,,,,,,,,,,,,,
5566,R190,Brasil,Sagu,morango,,,mistura para ,,,,,,,Oetker,323,"Sagu, morango, mistura para ","4,7","0,4","6,25","0,1","0,1","0,32","94,7","94,38","380,02",1590,,,,,,,,,,,,,,,,
5567,R191,Brasil,Sagu,morango,,,mistura para ,preparado,,,,,,Oetker,323,"Sagu, morango, mistura para, preparado","69,6",0,"6,25",0,0,,"30,4",,,,,,,,,,,,,,,,,,,
5568,R388,Brasil,Sagu,uva,,,mistura p/,,,,,,,Ducoco,334,"Sagu, uva, mistura p/, Ducoco","4,01","0,28","6,25",0,"0,04",0,"95,67","95,67",384,"1606,66",,,,,,,,,,,,,,,,
5569,R192,Brasil,Sagu,uva,,,mistura para ,,,,,,,Oetker,323,"Sagu, uva, mistura para ","4,4","0,3","6,25","0,1","0,1","0,52","95,1","94,58","380,42","1591,68",,,,,,,,,,,,,,,,
5570,R193,Brasil,Sagu,uva,,,mistura para ,preparado,,,,,,Oetker,323,"Sagu, uva, mistura para, preparado","70,9",0,"6,25",0,0,,"29,1",,,,,,,,,,,,,,,,,,,
5571,R194,Bolivia,Saice,,,,,,"Carne de res, ají colorado, cebolla,  arvejas,  habas, tomate, perejil, sal, papa, arroz, tomate, lo",,,Dillman,,,,Saice,71,"11,6",,"6,1","2,2",,"9,1",,,,,,,,,,27,79,"3,4",,,,"0,03","0,15","2,2",0
5572,R195,Brasil,Salgadinho,milho,,,,farelo e fubá,,,,,,,4,"Salgadinho, milho, farelo e fubá","8,26",,,,,"15,96",,,,,,,,,,,,,,,,,,,,
5573,R389,Brasil,Salgadinho,snack crunch,queijo,,,,,,,,,Yoki,335,"Salgadinho, snack crunch, queijo, Yoki","1,7","5,2","6,25","35,3","2,9","0,87","54,9","54,03",555,"2322,12",,,,,,,,,,,,,,,,
5574,R390,Brasil,Salgadinho,snack,bolinha,,,,,,,,,Yoki,335,"Salgadinho, snack, bolinha, Yoki","1,3","7,1","6,25","22,8",3,"2,92","65,8","62,88",485,"2029,24",,,,,,,,,,,,,,,,
5575,R391,Brasil,Salgadinho,snack,queijo,conchinha,,,,,,,,Yoki,335,"Salgadinho, snack, queijo, conchinha, Yoki","1,2","7,4","6,25","14,7","3,2","1,93","73,5","71,57",448,"1874,43",,,,,,,,,,,,,,,,
5576,R392,Brasil,Salgadinho,snack,queijo,tubinho,,,,,,,,Yoki,335,"Salgadinho, snack, queijo, tubinho, Yoki","2,6","6,1","6,25","24,3","3,2","3,32","63,8","60,48",485,"2029,24",,,,,,,,,,,,,,,,
5577,R196,Brasil,Salgados,,,,mistura para ,,,,,,,Hikari,325,"Salgados, mistura para ","11,3","10,7","6,25","6,8","4,42","2,7","66,78","64,08","360,32","1507,58",,,,,,,,,,,,,,,,
5578,R197,México,Salsa,de jitomate,,,,,,,,,,,,"Salsa, de jitomate ","68,6",2,"6,25","0,4","2,5",,"26,5",,,,,,,,1042,363,22,50,"0,8","0,4",105,,"0,09","0,07","1,6",15
5579,R198,Bolivia,Salsa,de tomate,,,,,,Lycopersicum,Esculentum,Dillman,,,,"Salsa, de tomate","84,2","2,6","6,25","0,3","2,3",,"10,6",,,,,,,,1042,363,19,,"2,2","0,4",106,,"0,07","0,06","1,3",10
5580,R199,Chile,Salsa,de tomate con carne,,,enlatado,,,,,,,,78,"Salsa, de tomate, con carne, enlatada",75,"3,8",,"0,1","2,8",,"18,3",,,,,,,,,,56,74,"5,1",,251,,"0,05","0,1","2,36",3
5581,R200,Chile,Salsa,de tomate con callampas,,,enlatado,,,,,,,,78,"Salsa, tomate, con callampas, enlatada","77,7","2,7","6,25","5,7","2,9",,11,,,,,,,,819,"632,7",20,"67,33","2,07",,,,"0,12",,"1,06","9,43"
5582,R201,Chile,Salsa,de tomate ,concentrado,,enlatado,,,,,,,,78,"Salsa, tomate, concentrado, enlatada","77,7",2,"6,25","5,6",3,,"11,7",,,,,,,,"782,7",638,21,68,"2,93",,,,"0,09",,"1,26","9,03"
5583,R202,Chile,Salsa,de tomate,a la italiana,,enlatado,,,,,,,,78,"Salsa, tomate, italiana, enlatada","75,3","2,7","6,25",1,"4,2",,"16,8",,,,,,,,859,1025,19,"103,33","2,86",,,,"0,12",,"1,53","26,8"
5584,R203,México,Salsa catsup,de jitomate,,,,,,,,,,,,"Salsa catsup, de jitomate","78,1","1,9","6,25","5,3","2,9",,"11,8",,,,,,,,750,"697,3","19,66","65,33","2,16",,,,"0,11",,"1,03","10,7"
5585,R204,Uruguay,Snack,de harina de maíz,,,,,,,,,,,,"Snack, de harina de maíz","1,6",7,"6,25",47,"3,4",,41,,,,,,,,,,,,,,,,,,,
5586,R205,Uruguay,Snack,de maíz,sabor queso,,,,,,,,,,,"Snack, de maíz, sabor queso","2,2","7,3","6,25","40,2","4,1","3,7","46,2","42,5",561,"2347,22",,,,,,,,,,,,,,,,
5587,R206,Uruguay,Snack,a base de papas,,,rodajas finas,,,,,,,,,"Snack, de papas ","54,1","2,2","6,25","39,7","1,9",,"2,1",,,,,,,,,,,,,,,,,,,
5588,R207,Costa Rica,Snack,maní con sal,,"tostados, salado","Pro, Guaria",,,Arichis,hypogaea,,,,,"Snack, maní con sal","1,7","27,5","5,3","51,7","2,9","15,6","16,2","0,6","577,72","2417,18",,,,,,,,,,,,,,,,
5589,R208,Costa Rica,Snack,papa frita,,"rodajeada, frita,salada","Tosty,Liliana,Jacks",,,Solanum,tuberosum,,,,,"Snack, papa frita","2,6","8,2","6,25","32,3","3,5","4,3","53,4","49,1","520,05","2175,89",,,,,,,,,,,,,,,,
5590,R209,Costa Rica,Snack,yuca frita,,"rodajeada, frita,salada","Tosty, Diger",,,Manihot,esculenta,,,,,"Snack, yuca frita","3,5","3,7","6,25",27,"2,5","3,9","63,3","59,4",495,"2071,08",,,,,,,,,,,,,,,,
5591,R393,Brasil,Soja,molho,,,,,,,,,,Sakura,336,"Soja, molho, light, Sakura","71,09","2,7","5,71","0,1","15,15","0,96","10,96",10,52,"217,57",,,,,,,,,,,,,,,,
5592,R394,Brasil,Soja,molho,premium,,light,,,,,,,Sakura,336,"Soja, molho, premium, Sakura","62,66","5,04","5,71","0,14","17,57","4,27","10,32","6,05",46,"192,46",,,,,,,,,,,,,,,,
5593,R395,Brasil,Soja,molho,tradicional,,,,,,,,,Sakura,336,"Soja, molho, tradicional, Sakura","70,58","2,82","5,71","0,04","14,85",0,"11,71","11,71",58,"242,67",,,,,,,,,,,,,,,,
5594,R210,Brasil,Sopa,brócolos,,,desidratada,,,,,,,Liotécnica,324,"Sopa, brócolos, desidratada",2,"15,9","6,25","3,7",15,"6,3","63,4","57,1","325,3","1361,06",,,,,,,,,,,,,,,,
5595,R396,Brasil,Sopa,canja de galinha,salagosto,,desidratada,,,,,,,Maggi,321,"Sopa, canja de galinha, salagosto, desidratada,Maggi","6,06","4,7","6,25","2,8","1,33","3,1","85,11","82,01",372,"1556,45",,,,,,,,,,,,,,,,
5596,R397,Brasil,Sopa,canja,,,congelada,,,,,,,Sadia,337,"Sopa, canja, congelada, Sadia","80,53","4,51","6,25","0,49","1,6","0,68","12,87","12,19","71,21","297,94",,,,,,,,,,,,,,,,
5597,R398,Brasil,Sopa,Canjão (galinha c/ arroz e legumes),,,desidratada,,,,,,,Maggi,321,"Sopa, Canjão (galinha c/ arroz e legumes), desidratada, Maggi","4,2","10,1","6,25","5,5","14,03",2,"66,17","64,17",347,"1451,85",,,,,,,,,,,,,,,,
5598,R399,Brasil,Sopa,capelletti,congelada,,,,,,,,,Sadia,337,"Sopa, capelletti, congelada Sadia","69,41","6,5","6,25","1,7","2,85","1,2","19,54","18,34","114,66","479,74",,,,,,,,,,,,,,,,
5599,R400,Brasil,Sopa,carne,c/ macarrão e legumes,,desidratada,,,,,,,Maggi,321,"Sopa, carne, c/ macarrão e legumes, desidratada, Maggi","5,19","11,8","6,25","7,4","11,66",3,"63,95","60,95",358,"1497,87",,,,,,,,,,,,,,,,
5600,R401,Brasil,Sopa,carne,c/ macarrão e legumes,salagosto,desidratada,,,,,,,Maggi,321,"Sopa, carne, c/ macarrão e legumes, salagosto, desidratada, Maggi","5,85","5,2","6,25",3,"1,15","4,1","84,8","80,7",371,"1552,26",,,,,,,,,,,,,,,,
5601,R212,Brasil,Sopa,"carne, con 10 vegetais",,,desidratada,,,,,,,Liotécnica,324,"Sopa, carne, con 10 vegetais, desidratada","3,1","11,8","6,25","4,7","14,9","6,7","65,5","58,8","324,7","1358,54",,,,,,,,,,,,,,,,
5602,R213,Brasil,Sopa,"carne, con espaguetinho",,,desidratada,,,,,,,,4,"Sopa, carne, con espaguetinho, desidratada","7,38",,,,,"5,1",,,,,,,,,,,,,,,,,,,,
5603,R214,Brasil,Sopa,"carne, con macarrão ave maria",,,desidratada,,,,,,,,4,"Sopa, carne, con macarrão ave maria, desidratada","6,24",,,,,"4,21",,,,,,,,,,,,,,,,,,,,
5604,R215,Brasil,Sopa,cebola,,,desidratada,,,,,,,,4,"Sopa, cebola, desidratada","5,47",,,,,"3,29",,,,,,,,,,,,,,,,,,,,
5605,R216,Brasil,Sopa,cebola,,,desidratada,,,,,,,Liotécnica,324,"Sopa, cebola, desidratada","1,5","5,6","6,25","4,7","11,5","7,5","76,7","69,2","341,5","1428,84",,,,,,,,,,,,,,,,
5606,R402,Brasil,Sopa,cebola,,,desidratada,,,,,,,Maggi,321,"Sopa, cebola, desidratada, Maggi","3,16","7,6","6,25","7,1","18,96","3,8","63,18","59,38",332,"1389,09",,,,,,,,,,,,,,,,
5607,R211,Brasil,Sopa,con 10 vegetais,,,desidratada,,,,,,,Liotécnica,324,"Sopa, con 10 vegetais, desidratada","4,5","8,8","6,25",2,"14,2","7,5","70,5",63,"305,2","1276,96",,,,,,,,,,,,,,,,
5608,R403,Brasil,Sopa,creme de cebola,,,desidratada,,,,,,,Maggi,321,"Sopa, creme de cebola, desidratada, Maggi","3,34","7,3","6,25","6,9","18,8","3,8","63,66","59,86",331,"1384,9",,,,,,,,,,,,,,,,
5609,R404,Brasil,Sopa,creme de evilhas,c/ bacon,,desidratada,,,,,,,Maggi,321,"Sopa, creme de ervilhas, c/ bacon, desidratada, Maggi","3,79","10,1","6,25","3,7","15,89","4,1","66,52","62,42",323,"1351,43",,,,,,,,,,,,,,,,
5610,R405,Brasil,Sopa,creme de galinha,,,desidratada,,,,,,,Maggi,321,"Sopa, creme de galinha, desidratada, Maggi","2,89","8,2","6,25",6,"17,74",0,"65,17",64,347,"1451,85",,,,,,,,,,,,,,,,
5611,R406,Brasil,Sopa,creme de legumes,,,desidratada,,,,,,,Maggi,321,"Sopa, creme de legumes, desidratada, Maggi","4,58","6,7","6,25","6,3","15,71","5,6","66,71","61,11",328,"1372,35",,,,,,,,,,,,,,,,
5612,R217,Brasil,Sopa,"creme, batata con mandioquinha",,,desidratada,,,,,,,,4,"Sopa, creme, batata con mandioquinha, desidratada","7,32",,,,,"6,32",,,,,,,,,,,,,,,,,,,,
5613,R218,Brasil,Sopa,"creme, batatinha con bacon",,,desidratada,,,,,,,,4,"Sopa, creme, batatinha con bacon, desidratada","8,06",,,,,"2,6",,,,,,,,,,,,,,,,,,,,
5614,R219,Brasil,Sopa,"creme, brócolos con couve-flor",,,desidratada,,,,,,,Raffinesse,4,"Sopa, creme, brócolos con couve-flor, desidratada","5,95",,,,,"7,25",,,,,,,,,,,,,,,,,,,,
5615,R220,Brasil,Sopa,"creme, cebola",,,desidratada,,,,,,,,4,"Sopa, creme, cebola, desidratada","4,84",,,,,"3,42",,,,,,,,,,,,,,,,,,,,
5616,R221,Brasil,Sopa,"creme, champignon",,,desidratada,,,,,,,Raffinesse,4,"Sopa, creme, champignon, desidratada","4,66",,,,,"2,09",,,,,,,,,,,,,,,,,,,,
5617,R222,Brasil,Sopa,"creme, ervilha con bacon",,,desidratada,,,,,,,,4,"Sopa, creme, ervilha con bacon, desidratada","2,91",,,,,"8,32",,,,,,,,,,,,,,,,,,,,
5618,R223,Brasil,Sopa,"creme, legumes con espaguetinho",,,desidratada,,,,,,,,4,"Sopa, creme, legumes con espaguetinho, desidratada","6,29",,,,,"10,8",,,,,,,,,,,,,,,,,,,,
5619,R224,Brasil,Sopa,"creme, milho",,,desidratada,,,,,,,,4,"Sopa, creme, milho, verde, desidratada","4,68",,,,,"3,27",,,,,,,,,,,,,,,,,,,,
5620,R225,Brasil,Sopa,"creme, queijo con brócolos",,,desidratada,,,,,,,Raffinesse,4,"Sopa, creme, queijo con brócolos, desidratada","5,97",,,,,"2,72",,,,,,,,,,,,,,,,,,,,
5621,R226,Uruguay,Sopa,de arvejas,,,,instantánea,,,,,,,,"Sopa, de arvejas, instantánea","3,7","8,4","6,25","7,2","13,9",,"66,8",,,,,,,,,,,,,,,,,,,
5622,R227,Uruguay,Sopa,de carne con verdura,,,,instantánea,,,,,,,,"Sopa, de carne con verdura, instantánea","1,7","5,2","6,25","7,4","12,2",,"73,5",,,,,,,,,,,,,,,,,,,
5623,R228,Uruguay,Sopa,de carne,,,,instantánea,,,,,,,,"Sopa, de carne, instantánea","2,6","4,8","6,25","19,3",15,,"58,3",,,,,,,,,,,,,,,,,,,
5624,R229,Uruguay,Sopa,de espárragos,,,,instantánea,,,,,,,,"Sopa, de esparrágos, instantánea","2,9","7,3","6,25","14,5","13,5",,"61,8",,,,,,,,,,,,,,,,,,,
5625,R230,Uruguay,Sopa,de gallina con arroz,,,,instantánea,,,,,,,,"Sopa, de gallina con arroz, instantánea","5,7","9,7","6,25",6,"15,6",,63,,,,,,,,,,,,,,,,,,,
5626,R231,Uruguay,Sopa,de gallina con fideos,,,,instantánea,,,,,,,,"Sopa, de gallina con fideos.instantánea","5,6","12,4","6,25","5,9","15,4",,"60,7",,,,,,,,,,,,,,,,,,,
5627,R233,Uruguay,Sopa,de pollo con arroz,,,,instantánea,,,,,,,,"Sopa, de pollo con arroz, instantánea",2,"8,1","6,25","5,9","15,3",,"68,7",,,,,,,,,,,,,,,,,,,
5628,R234,Uruguay,Sopa,de pollo con fideos,,,,instantánea,,,,,,,,"Sopa, de pollo con fideos, instantánea","2,5",9,"6,25","7,7","12,3",,"68,5",,,,,,,,,,,,,,,,,,,
5629,R232,Uruguay,Sopa,de pollo con verduras,,,,instantánea,,,,,,,,"Sopa, de pollo con verduras, instantánea",2,"8,1","6,25","7,3","15,6",,67,,,,,,,,,,,,,,,,,,,
5630,R235,Uruguay,Sopa,de pollo,,,,instantánea,,,,,,,,"Sopa, de pollo, instantánea","2,8","5,1","6,25","12,5",15,,"64,6",,,,,,,,,,,,,,,,,,,
5631,R236,Uruguay,Sopa,de vegetales,,,,instantánea,,,,,,,,"Sopa, de vegetales, instantánea",4,"7,1","6,25","5,8","13,8",,"69,3",,,,,,,,,,,,,,,,,,,
5632,R407,Brasil,Sopa,"Donald (galinha, macarrão e mandioquinha)",,,desidratada,,,,,,,Maggi,321,"Sopa, Donald (galinha, macarrão e mandioquinha), desidratada Maggi","5,01","8,1","6,25",5,"11,32","3,8","70,57","66,77",344,"1439,3",,,,,,,,,,,,,,,,
5633,R237,Brasil,Sopa,"ervilha, con bacon",,,desidratada,,,,,,,Liotécnica,324,"Sopa, ervilha, con bacon, desidratada","1,85","13,2","6,25","6,25","11,5","8,5","67,2","58,7","343,85","1438,67",,,,,,,,,,,,,,,,
5634,R408,Brasil,Sopa,feijão,c/ macarrão e bacon,,desidratada,,,,,,,Maggi,321,"Sopa, feijão, c/ macarrão e bacon, desidratada, Maggi","4,47","12,9","6,25","6,6","10,51","6,2","65,52","59,32",348,"1456,03",,,,,,,,,,,,,,,,
5635,R409,Brasil,Sopa,Galinha azul (galinha c/ macarrão),,,desidratada,,,,,,,Maggi,321,"Sopa, Galinha azul (galinha c/ macarrão), desidratada,Maggi","5,17","9,8","6,25","3,4","12,28","2,1","69,35","67,25",339,"1418,38",,,,,,,,,,,,,,,,
5636,R410,Brasil,Sopa,galinha,c/ arroz,,desidratada,,,,,,,Maggi,321,"Sopa, galinha, c/ arroz, desidratada, Maggi","4,75",6,"6,25","3,4","15,3",0,"70,55",69,337,"1410,01",,,,,,,,,,,,,,,,
5637,R411,Brasil,Sopa,galinha,c/ conchinhas,,desidratada,,,,,,,Maggi,321,"Sopa, galinha, c/ conchinhas, desidratada, Maggi","4,87",7,"6,25","3,6","15,96","2,4","68,57","66,17",325,"1359,8",,,,,,,,,,,,,,,,
5638,R412,Brasil,Sopa,galinha,c/ fidelini,,desidratada,,,,,,,Maggi,321,"Sopa, galinha, c/ fidelini, desidratada, Maggi","5,02","6,2","6,25","3,4","17,35","2,8","68,03","65,23",316,"1322,14",,,,,,,,,,,,,,,,
5639,R413,Brasil,Sopa,galinha,c/ macarrão e legumes,,desidratada,,,,,,,Maggi,321,"Sopa, galinha, c/ macarrão e legumes, desidratada, Maggi","5,14","12,1","6,25","5,6","13,31",3,"63,85","60,85",342,"1430,93",,,,,,,,,,,,,,,,
5640,R414,Brasil,Sopa,galinha,c/ macarrão e legumes,salagosto,desidratada,,,,,,,Maggi,321,"Sopa, galinha, c/ macarrão e legumes, salagosto, desidratada, Maggi","6,29","5,2","6,25","3,1","1,5","5,8","83,91","78,11",361,"1510,42",,,,,,,,,,,,,,,,
5641,R238,Brasil,Sopa,"galinha, con 10 vegetais",,,desidratada,,,,,,,Liotécnica,324,"Sopa, galinha, con 10 vegetais, desidratada","6,2",12,"6,25","6,7","14,3","5,8","60,8",55,"328,3","1373,61",,,,,,,,,,,,,,,,
5642,R239,Brasil,Sopa,"galinha, con espaguetinho",,,desidratada,,,,,,,,4,"Sopa, galinha, con espaguetinho, desidratada","7,83",,,,,"4,15",,,,,,,,,,,,,,,,,,,,
5643,R240,Brasil,Sopa,"galinha, con fidelini",,,desidratada,,,,,,,,4,"Sopa, galinha, con fidelini, desidratada","6,77",,,,,"3,45",,,,,,,,,,,,,,,,,,,,
5644,R241,Brasil,Sopa,"legumes, con macarrão argolinha",,,desidratada,,,,,,,,4,"Sopa, legumes, con macarrão argolinha, desidratada","6,64",,,,,"4,48",,,,,,,,,,,,,,,,,,,,
5645,R415,Brasil,Sopa,legumes,,,congelada,,,,,,,Sadia,337,"Sopa, legumes, congelada, Sadia","78,58","3,78","6,25","0,83","2,17","1,22","14,64","13,42","76,27","319,11",,,,,,,,,,,,,,,,
5646,R242,Brasil,Sopa,mandioquinha,,,desidratada,,,,,,,Liotécnica,324,"Sopa, mandioquinha, desidratada","2,8","10,6","6,25","2,6",13,"6,5",71,"64,5","323,8","1354,78",,,,,,,,,,,,,,,,
5647,R416,Brasil,Sopa,"Mickey (carne, macarrão e mandioquinha)",,,desidratada,,,,,,,Maggi,321,"Sopa, Mickey (carne, macarrão e mandioquinha), desidratada, Maggi","5,07","9,2","6,25","5,1","11,12","2,1","69,51","67,41",352,"1472,77",,,,,,,,,,,,,,,,
5648,R243,Brasil,Sopa,milho,,,desidratada,,,,,,,Liotécnica,324,"Sopa, milho, desidratada","2,1",12,"6,25","4,2","13,2","9,2","68,5","59,3",323,"1351,43",,,,,,,,,,,,,,,,
5649,R244,Brasil,Sopa,minestrone,,,desidratada,,,,,,,Raffinesse,4,"Sopa, minestrone, desidratada","7,86",,,,,"5,77",,,,,,,,,,,,,,,,,,,,
5650,R245,Brasil,Sopa,rica em fibras,,,desidratada,,,,,,,,"4, 176","Sopa, rica em fibras, desidratada","11,04","24,59",,"2,48",4,"25,17","57,89","32,72","251,56","1052,53",,,,,,,,,,,,,,,,
5651,R246,Brasil,Sopa,rica em fibras,,,desidratada,,,,,,,,"4, 176","Sopa, rica em fibras, desidratada","7,44",,,,,"25,17",,,,,,,,,,,,,,,,,,,,
5652,R417,Brasil,Sopa,Tarzan (carne c/ macarrão),,,desidratada,,,,,,,Maggi,321,"Sopa, Tarzan (carne c/ macarrão), desidratada, Maggi","5,36","9,6","6,25",7,"10,96",3,"67,08","64,08",358,"1497,87",,,,,,,,,,,,,,,,
5653,R418,Bolivia,Sopa ,de carne con arroz ,mezcla,,deshidratada,seco,,,,,,Kris ind. Venado,Lab.Nutricion INLASA,"Sopa, de carne con arroz, deshidratada","4,43","7,98",,"10,22","1,98",,"75,39",,,,,,,,,,"46,5","118,4","5,56",,"40,95",,,,"1,21",
5654,R419,Bolivia,Sopa ,de carne con fideo ,mezcla,,deshidratada,seco,,,,,,Kris ind. Venado,Lab.Nutricion INLASA,"Sopa, de carne con fideo, deshidratada","4,01","7,75",,"10,02","1,45",,"76,77",,,,,,,,,,"108,4","167,97","5,78",,"47,06",,,,"1,6",
5655,R420,Bolivia,Sopa ,de pollo con fideo ,mezcla,,deshidratada,seco,,,,,,Kris ind. Venado,Lab.Nutricion INLASA,"Sopa, de pollo con fideo, deshidratada","4,76","8,2",,"8,72","1,98",,"76,34",,,,,,,,,,"14,36","184,6","4,62",,"53,3",,,,"1,05",
5656,R421,Bolivia,Sopa ,de quinua ,mezcla,,deshidratada,seco,,,,,,Kris ind. Venado,Lab.Nutricion INLASA,"Sopa, de quinua, deshidratada","4,36","8,64",,"9,98","2,35",,"74,67",,,,,,,,,,216,138,"5,69",,"76,3",,,,"1,45","6,1"
5657,R247,Brasil,Sopão,"carne, con macarrão e legumes",,,desidratada,,,,,,,,4,"Sopão, carne, con macarrão e legumes, desidratada","7,92",,,,,"3,48",,,,,,,,,,,,,,,,,,,,
5658,R248,Brasil,Sopão,"ervilha, con macarrão e carne",,,desidratada,,,,,,,,4,"Sopão, ervilha, con macarrão e carne, desidratada","5,16",,,,,"8,41",,,,,,,,,,,,,,,,,,,,
5659,R249,Brasil,Sopão,"feijão, con macarrão e couve",,,desidratada,,,,,,,,4,"Sopão, feijão, con macarrão e couve, desidratada","6,59",,,,,"7,64",,,,,,,,,,,,,,,,,,,,
5660,R250,Brasil,Sopão,"galinha, con macarrão e legumes",,,desidratada,,,,,,,,4,"Sopão, galinha, con macarrão e legumes, desidratada","7,22",,,,,"4,27",,,,,,,,,,,,,,,,,,,,
5661,R251,Brasil,Sorvete,baunilha,,,pó,,,,,,,Oetker,323,"Sorvete, baunilha, pó","0,7","0,4","6,25",0,"1,1",,"97,8",,,,,,,,,,,,,,,,,,,
5662,R252,Brasil,Sorvete,baunilha,,,pó,preparado,,,,,,Oetker,323,"Sorvete, baunilha, pó, preparado","73,5","2,8","6,38","3,2","0,8",,"19,7",,,,,,,,,,,,,,,,,,,
5663,R255,Brasil,Sorvete,chocolate,,,pó,,,,,,,Oetker,323,"Sorvete, chocolate, pó","1,4","2,4","6,25","0,7","1,4",,"94,1",,,,,,,,,,,,,,,,,,,
5664,R256,Brasil,Sorvete,chocolate,,,pó,preparado,,,,,,Oetker,323,"Sorvete, chocolate, pó, preparado","72,8","3,1","6,38","3,5","0,8",,"19,8",,,,,,,,,,,,,,,,,,,
5665,R422,Brasil,Sorvete,chocolate,,,pó,,,,,,,Yoki,335,"Sorvete, chocolate, pó, Yoki",1,"6,7","6,25","11,6","1,7","9,54",79,"69,46",409,"1711,26",,,,,,,,,,,,,,,,
5666,R253,Brasil,Sorvete,coco,,,pó,,,,,,,Oetker,323,"Sorvete, coco, pó","0,9","0,4","6,25",0,"0,7",,98,,,,,,,,,,,,,,,,,,,
5667,R254,Brasil,Sorvete,coco,,,pó,preparado,,,,,,Oetker,323,"Sorvete, coco, pó, preparado","73,4","2,8","6,38","3,4","0,7",,"19,7",,,,,,,,,,,,,,,,,,,
5668,R257,Brasil,Sorvete,morango,,,pó,,,,,,,Oetker,323,"Sorvete, morango, pó","0,8","0,4","6,25",0,"1,1",,"97,7",,,,,,,,,,,,,,,,,,,
5669,R258,Brasil,Sorvete,morango,,,pó,preparado,,,,,,Oetker,323,"Sorvete, morango, pó, preparado","74,4","2,8","6,38","2,7","0,8",,"19,3",,,,,,,,,,,,,,,,,,,
5670,R423,Brasil,Sorvete,morango,,,pó,,,,,,,Yoki,335,"Sorvete, morango, pó, Yoki","0,6",2,"6,25","10,2","0,4","2,15","86,8","84,65",438,"1832,59",,,,,,,,,,,,,,,,
5671,R259,Chile,Souflé,salado,,,extruido,,,,,,,,82,"Souflé, salado","4,3","4,6","5,7","39,9","3,5",,"47,7",,,,,,,,1053,"306,7",,,,,,,,,,
5672,R260,Brasil,Tempero,,,,pó,,,,,,,Fondor,321,"Tempero, pó","0,94","10,5","6,25","2,8","68,62",0,"17,14","17,14","135,76","568,02",,,,,,,,,,,,,,,,
5673,R261,Brasil,Tempero,,,,pó,,,,,,,Gril,321,"Tempero, pó","0,73","10,4","6,25",3,"65,82",0,"20,05","20,05","148,8","622,58",,,,,,,,,,,,,,,,
5674,R262,Brasil,Torta doce,frutas,,,mistura para ,,,,,,,Oetker,323,"Torta, doce, frutas, mistura para ","7,4",6,"6,25","0,9","1,3","3,92","84,4","80,48","354,02","1481,22",,,,,,,,,,,,,,,,
5675,R263,Brasil,Torta doce,frutas,,,mistura para ,preparada,,,,,,Oetker,323,"Torta, doce, frutas, mistura para, preparada","50,5",4,"6,25","7,1","0,9",,"37,5",,,,,,,,,,,,,,,,,,,
5676,R264,Brasil,Torta doce,"mousse, chocolate",,,mistura para ,,,,,,,Oetker,323,"Torta, doce, mousse, chocolate, mistura para ","2,8",10,"6,25",11,"1,8","3,82","74,4","70,58","421,32","1762,8",,,,,,,,,,,,,,,,
5677,R265,Brasil,Torta doce,"mousse, chocolate",,,mistura para ,preparada,,,,,,Oetker,323,"Torta, doce, mousse, chocolate, mistura para, preparada","54,7","5,5","6,25","9,1","1,2",,"29,5",,,,,,,,,,,,,,,,,,,
5678,R266,Brasil,Torta doce,mousse limão,,,mistura para ,,,,,,,Oetker,323,"Torta, doce, mousse, limão, mistura para ","2,97","6,68","6,25","8,23","0,7","1,17","81,42","80,25","421,79","1764,77",,,,,,,,,,,,,,,,
5679,R267,Brasil,Torta doce,mousse limão,,,mistura para ,preparada,,,,,,Oetker,323,"Torta, doce, mousse, limão, mistura para, preparada","62,03","3,96","6,25","5,46","0,76","0,37","27,79","27,42","174,66","730,78",,,,,,,,,,,,,,,,
