name,waterPercentage,caloriesKcal,proteinG,totalFatG,carbohydratesG,dietaryFiberG,calciumMg,phosphorusMg,ironMg,thiamineMg,riboflavinMg,niacinMg,vitaminCmg,vitaminAEquivRetinolMcg,monounsaturatedFatG,polyunsaturatedFatG,saturatedFatG,cholesterolMg,potassiumMg,sodiumMg,zincMg,magnesiumMg,vitaminB6Mg,vitaminB12Mcg,folicAcidMcg,folateEquivFDMcg,edibleFractionPercentage,categoryId
Sopa Crema Deshidratada  Prep. C/Agua Vegetales,91.18,41,0.73,2.19,4.73,0.2,12.0,21.0,0.2,0.47,0.04,0.2,2.0,0.0,0.98,0.57,0.55,0.0,37.0,450.0,0.1,4.0,0.01,0.05,0.0,3.0,1.0,12
Sopa Crema Deshidratada  Vegetales,2.9,446,8.0,24.1,52.1,3.0,134.0,228.0,2.6,5.18,0.45,2.2,17.0,600.0,10.73,6.29,6.03,2.0,408.0,4957.0,1.6,48.0,0.1,0.5,0.0,30.0,1.0,12
Sopa De Fideo Ramen Preparada,83.26,91,2.6,3.79,13.52,0.9,8.0,31.0,0.78,0.07,0.04,0.63,0.0,0.0,0.2,0.19,0.17,16.0,30.0,365.0,0.27,7.0,0.03,0.0,4.0,0.0,1.0,12
Sopa Deshidratada Cebolla,3.79,303,7.48,5.09,60.32,6.6,143.0,211.0,4.0,0.28,0.27,1.47,22.0,0.0,0.79,0.21,0.3,5.0,721.0,8031.0,1.12,60.0,0.58,0.0,0.0,0.0,1.0,12
Sopa Deshidratada Cola De Buey,4.8,377,15.0,13.6,47.9,0.9,60.0,320.0,1.0,0.1,0.2,4.5,0.0,15.0,5.69,0.54,6.77,15.0,450.0,6460.0,0.0,50.0,0.2,1.0,0.0,30.0,1.0,12
Sopa Deshidratada Fideo Ramen Cualquier Sabor,4.7,453,9.3,17.1,65.5,2.4,16.0,108.0,4.27,0.66,0.44,5.4,0.0,1.0,6.4,2.61,7.63,0.0,120.0,1160.0,0.63,24.0,0.06,0.01,120.0,231.0,1.0,12
Sopa Deshidratada Fideo Ramen Sabor Pollo,4.26,437,10.66,15.55,63.57,2.4,27.0,118.0,3.92,0.56,0.25,3.97,0.0,0.0,6.15,1.39,7.09,0.0,173.0,2071.0,0.61,22.0,0.09,0.31,85.0,176.0,1.0,12
Sopa Deshidratada Fideo Ramen Sabor Res,5.52,436,10.29,15.71,63.27,2.2,30.0,121.0,4.11,1.5,0.27,4.2,1.0,0.0,6.78,1.53,7.97,0.0,185.0,2002.0,1.08,24.0,0.09,0.18,84.0,168.0,1.0,12
Sopa Deshidratada Hongos,3.06,441,10.18,22.34,51.18,3.5,306.0,354.0,2.5,1.29,0.51,2.3,5.0,9.0,10.32,7.15,3.78,2.0,915.0,4681.0,0.4,24.0,0.06,0.6,0.0,18.0,1.0,12
Sopa Deshidratada Minestrone,4.8,358,20.0,7.8,53.6,3.6,168.0,276.0,4.5,0.3,0.2,4.6,5.0,66.0,3.32,0.45,3.68,8.0,1530.0,4620.0,3.6,36.0,0.5,0.0,80.0,215.0,1.0,12
Sopa Deshidratada Pollo C/Arroz,3.89,369,15.07,8.89,57.09,1.8,45.0,69.0,0.6,0.04,0.02,2.25,0.0,120.0,3.91,2.61,1.99,18.0,71.0,6048.0,0.8,0.0,0.1,0.5,0.0,3.0,1.0,12
Sopa Deshidratada Pollo C/Fideos,4.94,377,15.42,6.51,62.32,3.2,55.0,195.0,2.44,0.57,0.38,4.88,0.0,8.0,2.26,1.39,1.95,74.0,306.0,3643.0,1.65,38.0,0.24,0.75,62.0,115.0,1.0,12
Sopa Deshidratada Pollo C/Vegetales,4.66,346,18.98,5.59,55.04,3.0,98.0,229.0,4.14,0.5,0.34,4.84,9.0,5.0,2.16,1.08,1.29,20.0,483.0,5698.0,1.47,151.0,0.63,0.7,0.0,28.0,1.0,12
Sopa Deshidratada Prep. C/Agua Cebolla,96.29,11,0.45,0.23,2.06,0.4,5.0,12.0,0.06,0.01,0.02,0.2,0.0,0.0,0.13,0.03,0.05,0.0,26.0,345.0,0.02,2.0,0.0,0.0,0.0,1.0,1.0,12
Sopa Deshidratada Prep. C/Agua Cola De Buey,92.96,28,1.11,1.01,3.54,0.2,4.0,24.0,0.1,0.01,0.01,0.3,0.0,0.0,0.42,0.04,0.5,1.0,33.0,478.0,0.0,4.0,0.01,0.1,0.0,4.0,1.0,12
Sopa Deshidratada Prep. C/Agua Hongos,91.66,38,0.88,1.92,4.4,0.3,26.0,30.0,0.2,0.11,0.04,0.2,0.0,6.0,0.89,0.61,0.32,0.0,79.0,403.0,0.03,2.0,0.01,0.1,0.0,2.0,1.0,12
Sopa Deshidratada Prep. C/Agua Minestrone,91.67,31,1.75,0.68,4.69,0.0,15.0,24.0,0.4,0.03,0.02,0.4,0.0,6.0,0.29,0.04,0.32,1.0,134.0,404.0,0.3,3.0,0.04,0.0,7.0,19.0,1.0,12
Sopa Deshidratada Prep. C/Agua Pollo C/Arroz,93.84,24,0.97,0.57,3.66,0.3,3.0,4.0,0.0,0.0,0.0,0.14,0.0,0.0,0.25,0.17,0.13,1.0,4.0,388.0,0.05,0.0,0.01,0.03,0.0,0.0,1.0,12
Sopa Deshidratada Prep. C/Agua Pollo C/Fideos,94.16,23,0.84,0.55,3.67,0.1,2.0,12.0,0.2,0.08,0.03,0.43,0.0,1.0,0.2,0.16,0.12,4.0,13.0,229.0,0.08,3.0,0.01,0.02,6.0,11.0,1.0,12
Sopa Deshidratada Prep. C/Agua Pollo C/Vegetales,94.61,20,1.07,0.32,3.11,0.0,6.0,13.0,0.23,0.03,0.02,0.27,1.0,0.0,0.12,0.06,0.07,1.0,27.0,322.0,0.08,9.0,0.04,0.04,0.0,1.0,1.0,12
Sopa Deshidratada Prep. C/Agua Res C/Fideo,95.32,16,0.88,0.32,2.4,0.3,2.0,16.0,0.13,0.05,0.02,0.28,0.0,0.0,0.14,0.07,0.1,1.0,32.0,415.0,0.04,4.0,0.01,0.0,5.0,10.0,1.0,12
Sopa Deshidratada Prep. C/Agua Tomate,89.7,39,0.93,0.9,7.32,0.2,20.0,25.0,0.16,0.02,0.02,0.29,2.0,17.0,0.34,0.09,0.41,0.0,111.0,356.0,0.08,5.0,0.04,0.03,0.0,3.0,1.0,12
Sopa Deshidratada Prep. C/Agua Vegetales Y Res,94.15,21,1.16,0.44,3.17,0.2,5.0,14.0,0.34,0.01,0.01,0.18,1.0,5.0,0.18,0.02,0.22,0.0,30.0,396.0,0.11,9.0,0.02,0.1,0.0,3.0,1.0,12
Sopa Deshidratada Res Y Fideos,4.97,330,17.93,6.39,48.64,2.7,48.0,320.0,2.68,0.99,0.49,5.57,4.0,103.0,2.71,1.33,2.07,13.0,656.0,8408.0,0.81,76.0,0.28,0.02,109.0,199.0,1.0,12
Sopa Deshidratada Tomate,3.92,360,8.63,8.35,68.3,1.9,190.0,234.0,1.49,0.22,0.17,2.75,16.0,146.0,3.13,0.82,3.81,3.0,1039.0,3319.0,0.74,51.0,0.34,0.3,0.0,24.0,1.0,12
Sopa Deshidratada Vegetales Y Res,4.64,344,18.91,7.2,51.74,1.8,84.0,236.0,5.51,0.19,0.23,2.98,9.0,77.0,3.01,0.29,3.59,8.0,483.0,6460.0,1.75,151.0,0.34,2.0,0.0,51.0,1.0,12
Vinagre,93.81,21,0.0,0.0,0.93,0.0,7.0,8.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,5.0,0.04,5.0,0.0,0.0,0.0,0.0,1.0,12
Vinagre Destilado,94.78,18,0.0,0.0,0.04,0.0,6.0,4.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.01,1.0,0.0,0.0,0.0,0.0,1.0,12
Aros De Cebolla Empanizados Fritos,37.09,332,4.46,18.69,37.74,0.0,88.0,104.0,1.02,0.1,0.12,1.11,1.0,1.0,8.01,0.8,8.38,17.0,156.0,518.0,0.42,19.0,0.07,0.15,52.0,102.0,1.0,13
Bollo C/Huevo,50.06,274,8.53,16.23,23.46,0.6,60.0,285.0,2.13,0.22,0.36,1.58,0.0,132.0,6.67,4.71,3.48,180.0,175.0,655.0,0.73,14.0,0.08,0.46,24.0,59.0,1.0,13
Bollo C/Huevo Y Jamón,54.66,240,10.64,14.08,18.31,0.4,115.0,165.0,2.37,0.35,0.31,1.04,0.0,123.0,5.71,4.01,3.08,156.0,166.0,720.0,1.16,16.0,0.14,0.62,17.0,46.0,1.0,13
Bollo C/Huevo Y Tocino,46.67,305,11.33,20.73,19.06,0.5,126.0,159.0,2.49,0.09,0.15,1.6,2.0,72.0,8.96,4.98,5.3,235.0,167.0,666.0,1.09,16.0,0.09,0.69,20.0,54.0,1.0,13
Bollo C/Jamón,28.4,342,11.85,16.3,38.75,0.7,142.0,490.0,2.41,0.45,0.28,3.08,0.0,27.0,4.28,0.92,10.1,22.0,174.0,1268.0,1.46,20.0,0.12,0.03,27.0,53.0,1.0,13
Bollo C/Salchicha,29.3,391,9.77,25.63,32.29,1.1,103.0,360.0,2.08,0.32,0.23,2.64,0.0,10.0,10.34,2.44,11.47,28.0,160.0,864.0,1.25,16.0,0.09,0.41,30.0,58.0,1.0,13
Burrito Carne De Res,49.61,238,12.09,9.46,26.6,0.0,38.0,79.0,2.77,0.11,0.42,2.93,1.0,6.0,3.37,0.39,4.75,29.0,336.0,678.0,2.15,37.0,0.14,0.89,41.0,88.0,1.0,13
Burrito Carne De Res C/Chile,54.45,212,10.7,8.23,24.6,0.0,43.0,70.0,2.21,0.2,0.4,2.53,1.0,12.0,3.02,0.49,3.98,27.0,248.0,555.0,2.15,30.0,0.15,0.64,30.0,69.0,1.0,13
Burrito Carne De Res C/Queso Y Chile,55.19,208,13.46,8.15,20.96,0.0,73.0,104.0,2.57,0.2,0.41,2.74,1.0,65.0,3.27,0.73,3.42,56.0,219.0,688.0,2.6,23.0,0.12,0.68,27.0,65.0,1.0,13
Burrito Frijoles,52.53,206,6.48,6.22,32.92,0.0,52.0,45.0,2.08,0.29,0.28,1.87,1.0,8.0,2.18,0.55,3.17,2.0,301.0,454.0,0.7,40.0,0.14,0.5,31.0,62.0,1.0,13
Burrito Frijoles C/Carne De Res,51.89,220,9.73,7.71,28.58,0.0,46.0,61.0,2.12,0.23,0.36,2.34,1.0,14.0,3.04,0.53,3.6,21.0,284.0,578.0,1.66,36.0,0.16,0.75,18.0,63.0,1.0,13
Burrito Frijoles C/Chile,54.37,202,8.03,7.19,28.47,0.0,49.0,56.0,2.23,0.22,0.35,2.15,1.0,5.0,2.63,0.47,3.73,16.0,284.0,512.0,1.67,35.0,0.14,0.57,29.0,67.0,1.0,13
Burrito Frijoles C/Queso,53.91,203,8.1,6.29,29.55,0.0,115.0,97.0,1.22,0.12,0.38,1.92,1.0,53.0,1.34,0.96,3.68,15.0,267.0,627.0,0.88,43.0,0.13,0.48,23.0,56.0,1.0,13
Burrito Frijoles C/Queso Y Carne De Res,64.94,163,7.18,6.55,19.55,0.0,64.0,69.0,1.84,0.15,0.35,1.9,3.0,74.0,2.2,0.5,3.52,61.0,202.0,488.0,1.16,25.0,0.11,0.54,7.0,42.0,1.0,13
Burrito Frijoles C/Queso Y Chile,55.77,197,9.91,6.84,25.35,0.0,86.0,85.0,2.29,0.16,0.36,2.29,2.0,55.0,2.52,0.38,3.33,47.0,241.0,613.0,1.81,29.0,0.12,0.59,6.0,53.0,1.0,13
Camarones Empanizados Y Fritos,47.82,277,11.51,15.18,24.39,0.0,51.0,210.0,1.8,0.13,0.55,0.0,0.0,22.0,10.6,0.39,3.28,122.0,112.0,882.0,0.74,24.0,0.04,0.09,32.0,83.0,1.0,13
Chile Relleno De Guatemala,0.0,224,8.08,17.51,8.79,1.04,20.0,111.0,1.81,0.08,0.15,1.71,16.0,310.0,9.92,1.23,5.16,120.0,221.0,46.0,1.33,15.0,0.18,1.05,22.0,0.0,1.0,13
Chili C/Carne,76.7,101,9.73,3.27,8.67,0.0,27.0,78.0,2.05,0.05,0.45,0.98,1.0,33.0,1.35,0.21,1.36,53.0,273.0,398.0,1.41,18.0,0.13,0.45,6.0,22.0,1.0,13
Chop-Suey De Res & Cerdo,75.2,120,10.4,6.8,5.2,0.0,24.0,99.0,1.92,0.11,0.15,2.0,13.0,0.0,2.48,0.28,3.4,26.0,170.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13
Chow-Mein De Pollo,78.0,102,12.4,4.0,4.0,0.2,23.0,117.0,1.0,0.03,0.09,1.72,4.0,0.0,1.36,1.24,0.96,39.0,189.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13
Crepas De Espinaca,0.0,154,5.95,9.29,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13
Crepas De Jamón Y Queso,0.0,192,11.74,11.74,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13
Crepas De Pollo,76.07,167,12.82,9.4,8.12,1.0,23.0,82.0,1.12,0.06,0.08,3.41,14.0,0.0,1.62,0.39,3.13,33.0,179.0,444.0,0.48,22.0,0.2,0.08,12.0,0.0,1.0,13
Croissant De Huevo Queso Y Jamón,51.14,312,12.45,22.09,15.92,0.0,95.0,221.0,1.4,0.34,0.2,2.1,8.0,86.0,7.49,1.55,11.5,140.0,179.0,711.0,1.43,17.0,0.15,0.66,6.0,34.0,1.0,13
Croissant De Huevo Queso Y Tocino,43.92,320,12.58,21.98,18.33,0.0,117.0,214.0,1.7,0.27,0.26,1.7,2.0,110.0,7.11,1.36,11.96,167.0,156.0,689.0,1.47,18.0,0.09,0.67,8.0,41.0,1.0,13
Elote Cocido C/Mantequilla,72.05,106,3.06,2.35,21.88,0.0,3.0,74.0,0.6,0.17,0.07,1.49,5.0,23.0,0.69,0.42,1.13,4.0,246.0,20.0,0.62,28.0,0.22,0.0,0.0,30.0,1.0,13
Enchilada Guatemalteca,0.0,76,1.69,3.99,9.27,1.67,58.0,38.0,0.39,0.03,0.03,0.29,11.0,91.0,2.35,0.38,0.84,0.0,108.0,15.0,0.1,7.0,0.04,0.0,27.0,0.0,1.0,13
Enchilada Mexicana C/Queso,63.23,196,5.91,11.56,17.51,0.0,199.0,82.0,0.81,0.05,0.26,1.17,1.0,61.0,3.87,0.5,6.5,27.0,147.0,481.0,1.54,31.0,0.24,0.46,19.0,53.0,1.0,13
Enchilada Mexicana C/Queso Y Carne De Res,66.89,168,6.21,9.19,15.87,0.0,119.0,87.0,1.6,0.05,0.21,1.31,1.0,51.0,3.2,0.72,4.71,21.0,299.0,687.0,1.4,43.0,0.14,0.53,0.0,35.0,1.0,13
Ensalada Restaurante  Atún C/Aderezo,63.16,187,16.04,9.26,9.41,0.0,17.0,178.0,1.0,0.03,0.07,6.7,2.0,24.0,2.89,4.12,1.54,13.0,178.0,402.0,0.56,19.0,0.08,1.2,0.0,8.0,1.0,13
Ensalada Restaurante  Pollo,66.17,200,11.64,13.52,7.41,0.0,10.0,33.0,0.61,0.02,0.07,1.67,1.0,42.0,3.25,6.22,3.45,30.0,183.0,377.0,1.04,10.0,0.11,0.38,0.0,5.0,1.0,13
Ensalada Restaurante  Repollo,74.02,148,1.47,11.08,12.88,0.0,34.0,36.0,0.73,0.04,0.03,0.08,8.0,36.0,2.44,6.46,1.62,5.0,179.0,270.0,0.2,9.0,0.11,0.18,0.0,39.0,1.0,13
Ensalada-Restaurante  Vegetales S/Aderezo,95.51,16,1.25,0.07,3.22,0.0,13.0,39.0,0.63,0.03,0.05,0.55,23.0,57.0,0.0,0.03,0.01,0.0,172.0,26.0,0.21,11.0,0.08,0.0,0.0,37.0,1.0,13
Ensalada-Restaurante  Vegetales S/Aderezo C/Pollo,87.05,48,8.0,1.0,1.71,0.0,17.0,78.0,0.5,0.05,0.06,2.7,8.0,24.0,0.31,0.25,0.26,33.0,205.0,96.0,0.41,15.0,0.2,0.09,0.0,31.0,1.0,13
Ensalada-Restaurante Cesar C/Pollo,78.37,96,8.09,4.81,7.36,1.1,63.0,0.0,0.59,0.06,0.06,2.71,10.0,0.0,1.34,1.04,1.44,16.0,237.0,298.0,0.27,0.0,0.0,0.07,0.0,0.0,1.0,13
Ensalada-Restaurante Cesar S/Pollo,89.71,44,3.18,2.05,4.28,1.6,86.0,79.0,0.61,0.04,0.04,0.21,14.0,0.0,0.46,0.14,1.18,5.0,216.0,83.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,13
Fritada De Cerdo,38.8,344,32.0,23.6,1.0,0.0,58.0,291.0,1.1,0.31,0.47,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13
Hamburguesa Grande C/Vegetales C/Cond.,55.7,235,11.85,12.55,18.35,0.0,44.0,107.0,2.26,0.19,0.17,3.34,1.0,11.0,5.24,1.01,4.78,40.0,220.0,378.0,2.24,20.0,0.15,1.09,21.0,53.0,1.0,13
Hamburguesa Grande Doble Carne C/Vegetales C/Cond.,53.74,239,15.17,11.75,17.82,0.0,45.0,139.0,2.59,0.16,0.17,3.35,1.0,2.0,4.57,1.24,4.65,54.0,252.0,350.0,2.51,22.0,0.24,1.8,22.0,49.0,1.0,13
Hamburguesa Grande S/Vegetales S/Cond.,42.1,311,16.51,16.73,23.16,0.0,54.0,128.0,2.61,0.21,0.21,4.56,0.0,0.0,7.21,1.56,6.12,52.0,195.0,346.0,3.0,20.0,0.17,1.5,21.0,59.0,1.0,13
Hamburguesa Regular C/Vegetales C/Cond.,49.41,254,11.74,12.25,24.81,0.0,57.0,113.0,2.39,0.21,0.18,3.35,2.0,4.0,4.81,2.34,3.76,24.0,206.0,458.0,1.87,20.0,0.11,0.8,30.0,68.0,1.0,13
Hamburguesa Regular Doble Carne C/Vegetales C/Cond.,50.51,268,14.8,15.1,18.02,0.0,43.0,132.0,2.58,0.16,0.19,3.13,1.0,1.0,6.57,1.29,5.58,48.0,245.0,345.0,2.7,21.0,0.17,1.55,18.0,52.0,1.0,13
Hamburguesa Regular Doble Carne S/Vegetales S/Cond.,41.1,309,17.0,15.85,24.39,0.0,49.0,133.0,2.59,0.19,0.21,4.69,0.0,0.0,6.88,1.33,5.9,56.0,206.0,315.0,3.25,21.0,0.18,1.66,23.0,60.0,1.0,13
Hamburguesa Regular S/Vegetales S/Cond.,37.55,305,13.69,13.13,33.9,0.0,70.0,114.0,2.67,0.37,0.3,4.13,0.0,0.0,6.06,1.02,4.6,39.0,161.0,430.0,2.22,21.0,0.07,0.99,31.0,81.0,1.0,13
Hilachas De Res Guatemala,83.5,65,5.1,1.0,8.9,0.0,20.0,70.0,0.9,0.06,0.18,1.43,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13
Hot Dog Con Chili,47.8,260,11.85,11.79,27.45,0.0,17.0,168.0,2.88,0.19,0.35,3.28,2.0,3.0,5.78,1.04,4.26,45.0,146.0,421.0,0.68,9.0,0.04,0.26,20.0,78.0,1.0,13
Hot Dog Simple,53.96,247,10.6,14.84,18.4,0.0,24.0,99.0,2.36,0.24,0.28,3.72,0.0,0.0,6.99,1.74,5.21,45.0,146.0,684.0,2.02,13.0,0.05,0.52,19.0,62.0,1.0,13
Huevos Cocidos O Duros,74.62,155,12.58,10.61,1.12,0.0,50.0,172.0,1.19,0.07,0.51,0.06,0.0,169.0,4.08,1.41,3.27,424.0,126.0,124.0,1.05,10.0,0.12,1.11,0.0,44.0,0.88,13
Huevos Fritos O Estrellados,69.13,201,13.63,15.31,0.88,0.0,59.0,208.0,1.98,0.08,0.52,0.08,0.0,198.0,6.35,2.66,4.29,457.0,147.0,204.0,1.2,13.0,0.16,1.39,0.0,51.0,1.0,13
Huevos Omelet C/Jamón Y Queso,64.42,222,15.42,16.67,1.56,0.0,128.0,238.0,1.39,0.15,0.48,0.69,3.0,0.0,6.28,2.38,6.08,371.0,152.0,498.0,1.53,14.0,0.16,0.9,32.0,0.0,1.0,13
Huevos Omelet Simple,75.83,153,10.62,12.02,0.69,0.0,47.0,162.0,1.54,0.06,0.4,0.06,0.0,155.0,4.99,2.1,3.37,356.0,114.0,161.0,0.93,10.0,0.12,1.09,0.0,39.0,1.0,13
Huevos Revueltos O Picados,66.7,212,13.84,16.18,2.08,0.0,57.0,242.0,2.59,0.08,0.52,0.21,3.0,223.0,5.89,1.97,6.15,426.0,147.0,224.0,1.66,14.0,0.19,1.01,0.0,56.0,1.0,13
Medallones O «Nuggets» De Pollo Frito,47.08,297,15.59,18.82,16.32,0.9,14.0,289.0,0.83,0.09,0.2,5.99,1.0,5.0,7.98,5.32,4.02,55.0,261.0,574.0,0.91,25.0,0.15,0.33,5.0,15.0,1.0,13
Mixta (Tortilla Guacamol Salchicha),0.0,221,6.22,13.09,21.04,3.8,56.0,91.0,0.59,0.12,0.09,1.72,3.0,8.0,7.2,1.68,3.91,15.0,196.0,338.0,0.74,12.0,0.12,0.39,0.0,26.0,1.0,13
Nachos C/Queso,40.45,306,8.05,16.77,32.15,0.0,241.0,244.0,1.13,0.17,0.33,1.36,1.0,132.0,7.07,1.98,6.89,16.0,152.0,722.0,1.58,49.0,0.18,0.73,0.0,9.0,1.0,13
Nachos C/Queso Y Chile,42.7,298,8.24,16.74,29.45,0.0,304.0,193.0,1.2,0.06,0.24,1.39,1.0,281.0,7.06,1.97,6.87,41.0,144.0,851.0,1.42,53.0,0.18,0.5,0.0,9.0,1.0,13
Nachos C/Queso Frijoles Carne De Res Y Chile,55.96,223,7.76,12.04,21.89,0.0,151.0,152.0,1.09,0.09,0.27,1.31,2.0,171.0,4.31,2.23,4.9,8.0,177.0,706.0,1.43,38.0,0.16,0.4,0.0,15.0,1.0,13
Panqueque Preparado C/Miel Y Mantequilla,49.72,224,3.56,6.03,39.18,0.0,55.0,205.0,1.13,0.17,0.24,1.46,2.0,35.0,2.27,0.84,2.52,25.0,108.0,476.0,0.44,21.0,0.05,0.1,7.0,27.0,1.0,13
Panqueque Preparado Simple,52.9,227,6.4,9.7,28.3,0.0,219.0,159.0,1.8,0.2,0.28,1.57,0.0,54.0,2.47,4.45,2.12,59.0,132.0,439.0,0.56,16.0,0.05,0.22,26.0,56.0,1.0,13
Papa Horneada C/Salsa De Queso,65.75,160,4.94,9.71,15.71,0.0,105.0,108.0,1.02,0.08,0.07,1.13,9.0,85.0,3.62,2.04,3.57,6.0,394.0,129.0,0.64,22.0,0.24,0.06,0.0,9.0,1.0,13
Papa Horneada C/Salsa De Queso Y Brocoli,70.04,119,4.03,6.32,13.74,0.0,99.0,102.0,0.98,0.08,0.08,1.06,14.0,79.0,2.27,1.23,2.51,6.0,425.0,143.0,0.6,23.0,0.23,0.1,0.0,18.0,1.0,13
Papa Horneada C/Salsa De Queso Y Chili,70.08,122,5.88,5.53,14.14,0.0,104.0,126.0,1.55,0.07,0.09,1.06,8.0,47.0,1.73,0.23,3.3,8.0,398.0,177.0,0.96,28.0,0.24,0.06,0.0,12.0,1.0,13
Papa Horneada C/Salsa De Queso Y Tocino,65.02,151,6.16,8.66,14.86,0.0,103.0,116.0,1.05,0.09,0.08,1.33,10.0,63.0,3.25,1.59,3.39,10.0,394.0,325.0,0.72,23.0,0.25,0.11,0.0,10.0,1.0,13
Papas «Hashed Brown» Restaurante,60.14,210,2.7,12.8,22.43,0.0,10.0,96.0,0.67,0.11,0.02,1.49,8.0,2.0,5.36,0.65,6.01,13.0,371.0,403.0,0.3,22.0,0.23,0.02,0.0,11.0,1.0,13
Papas A La Francesa Fritas En Aceite Veg.,39.76,319,3.76,17.05,37.51,3.5,13.0,138.0,1.37,0.17,0.07,2.5,3.0,0.0,9.91,3.0,3.96,0.0,550.0,194.0,0.73,34.0,0.38,0.0,0.0,30.0,1.0,13
Papas A La Francesa Palitos Tostados,29.96,364,5.87,20.6,41.03,1.9,55.0,87.0,2.1,0.16,0.18,2.1,0.0,0.0,8.97,7.05,3.34,53.0,90.0,354.0,0.66,19.0,0.18,0.05,78.0,195.0,1.0,13
Papas En Puré Restaurante,79.21,83,2.31,1.21,16.12,0.0,21.0,55.0,0.47,0.09,0.05,1.2,0.0,11.0,0.35,0.29,0.48,2.0,294.0,227.0,0.32,18.0,0.23,0.05,0.0,8.0,1.0,13
Pescado Empanizado Y Frito,58.81,229,18.09,13.33,8.04,0.7,44.0,216.0,1.43,0.07,0.13,2.28,0.0,8.0,5.61,3.33,3.29,81.0,340.0,280.0,0.86,27.0,0.19,1.9,14.0,39.0,1.0,13
Pescado Filete Empanizado-Frito,53.57,232,14.66,12.29,16.97,0.5,18.0,171.0,2.11,0.11,0.11,2.1,0.0,11.0,2.58,6.27,2.82,34.0,320.0,532.0,0.44,24.0,0.1,1.11,4.0,20.0,1.0,13
Pie Manzana (Mcdonald),36.98,323,3.07,15.66,43.62,2.0,19.0,36.0,1.99,0.3,0.21,2.64,32.0,0.0,9.18,1.04,3.99,0.0,63.0,199.0,0.23,7.0,0.05,0.0,0.0,0.0,1.0,13
Pizza De Carne Y Vegetales Concha Regular,50.4,244,11.02,10.9,25.38,2.2,120.0,183.0,1.86,0.26,0.27,3.1,0.0,41.0,3.79,1.72,4.41,27.0,184.0,589.0,1.24,23.0,0.1,0.68,36.0,87.0,1.0,13
Pizza De Pepperoni Concha Gruesa,40.8,298,11.97,14.21,30.49,1.8,146.0,205.0,2.14,0.29,0.25,3.84,0.0,47.0,4.41,3.46,5.27,25.0,199.0,692.0,1.54,22.0,0.14,0.64,0.0,0.0,1.0,13
Pizza De Pepperoni Concha Regular,41.35,280,12.86,11.38,31.55,1.7,155.0,218.0,2.14,0.32,0.27,4.03,0.0,57.0,4.02,2.03,5.16,26.0,207.0,801.0,1.68,23.0,0.15,0.68,0.0,0.0,1.0,13
Pizza De Queso Carne Y Vegetales Concha Regular,50.4,244,11.02,10.9,25.38,2.2,120.0,183.0,1.86,0.26,0.27,3.1,0.0,41.0,3.79,1.72,4.41,27.0,184.0,589.0,1.24,23.0,0.1,0.68,36.0,87.0,1.0,13
Pizza De Queso Concha Gruesa,43.4,280,11.73,12.56,29.93,1.7,208.0,241.0,1.86,0.24,0.25,3.91,0.0,73.0,3.21,2.75,5.18,21.0,168.0,624.0,1.63,21.0,0.11,0.64,0.0,0.0,1.0,13
Pizza De Queso Concha Regular,43.29,271,11.93,10.89,31.22,1.8,209.0,249.0,1.95,0.26,0.26,3.3,0.0,74.0,2.92,1.84,5.04,24.0,173.0,685.0,1.65,22.0,0.11,0.7,0.0,0.0,1.0,13
Plátano Frito,0.0,221,1.43,10.22,35.02,2.53,3.0,37.0,0.66,0.05,0.05,0.76,20.0,61.0,6.41,0.76,2.41,0.0,547.0,4.0,0.15,40.0,0.33,0.0,0.0,24.0,1.0,13
Pollo Empanizado Frito  Muslo,48.99,291,20.32,18.04,10.61,0.0,24.0,162.0,1.08,0.09,0.29,4.87,0.0,45.0,7.39,4.27,4.76,112.0,301.0,510.0,2.19,25.0,0.22,0.56,11.0,25.0,0.77,13
Pollo Empanizado Frito  Pechuga,45.7,303,21.91,18.11,12.01,0.0,37.0,188.0,0.91,0.09,0.18,7.35,0.0,35.0,7.5,4.16,4.81,91.0,347.0,598.0,0.95,23.0,0.35,0.41,13.0,27.0,0.79,13
Pollo Empanizado Frito Pieza Sin Hueso,47.08,297,15.59,18.82,16.32,0.9,14.0,289.0,0.83,0.09,0.2,5.99,1.0,5.0,7.98,5.32,4.02,55.0,261.0,574.0,0.91,25.0,0.15,0.33,5.0,15.0,1.0,13
